title,artist,album,isrc,platform,trackId,duration,addedDate,addedBy,url
"Symphony No. 38 in D Major, K. 504 ""Prague"": I. Adagio (Allegro)","Scottish Chamber Orchestra, Sir Charles Mackerras",Mozart: Symphonies Nos. 38-41,GBASH0830801,tidal,156570988,1064s,,,http://www.tidal.com/track/156570988
"Symphony No. 38 in D Major, K. 504 ""Prague"": II. Andante","Scottish Chamber Orchestra, Sir Charles Mackerras",Mozart: Symphonies Nos. 38-41,GBASH0830802,tidal,156570990,678s,,,http://www.tidal.com/track/156570990
"Symphony No. 38 in D Major, K. 504 ""Prague"": III. Finale (Presto)","Scottish Chamber Orchestra, Sir Charles Mackerras",Mozart: Symphonies Nos. 38-41,GBASH0830803,tidal,156570992,456s,,,http://www.tidal.com/track/156570992
"Symphony No. 39 in E-Flat Major, K. 543: I. Adagio (Allegro)","Scottish Chamber Orchestra, Sir Charles Mackerras",Mozart: Symphonies Nos. 38-41,GBASH0830804,tidal,156570989,600s,,,http://www.tidal.com/track/156570989
"Symphony No. 39 in E-Flat Major, K. 543: II. Andante con moto","Scottish Chamber Orchestra, Sir Charles Mackerras",Mozart: Symphonies Nos. 38-41,GBASH0830805,tidal,156570991,482s,,,http://www.tidal.com/track/156570991
"Symphony No. 39 in E-Flat Major, K. 543: III. Minuetto (Allegretto) - Trio","Scottish Chamber Orchestra, Sir Charles Mackerras",Mozart: Symphonies Nos. 38-41,GBASH0830806,tidal,156570993,262s,,,http://www.tidal.com/track/156570993
"Symphony No. 39 in E-Flat Major, K. 543: IV. Finale (Allegro)","Scottish Chamber Orchestra, Sir Charles Mackerras",Mozart: Symphonies Nos. 38-41,GBASH0830807,tidal,156570994,470s,,,http://www.tidal.com/track/156570994
"Symphony No. 40 in G Minor, K. 550: I. Molto allegro","Scottish Chamber Orchestra, Sir Charles Mackerras",Mozart: Symphonies Nos. 38-41,GBASH0830808,tidal,156570995,426s,,,http://www.tidal.com/track/156570995
"Symphony No. 40 in G Minor, K. 550: II. Andante","Scottish Chamber Orchestra, Sir Charles Mackerras",Mozart: Symphonies Nos. 38-41,GBASH0830809,tidal,156570997,805s,,,http://www.tidal.com/track/156570997
"Symphony No. 40 in G Minor, K. 550: III. Menuetto (Allegretto)","Scottish Chamber Orchestra, Sir Charles Mackerras",Mozart: Symphonies Nos. 38-41,GBASH0830810,tidal,156570999,243s,,,http://www.tidal.com/track/156570999
"Symphony No. 40 in G Minor, K. 550: IV. Finale (Allegro assai)","Scottish Chamber Orchestra, Sir Charles Mackerras",Mozart: Symphonies Nos. 38-41,GBASH0830811,tidal,156571001,556s,,,http://www.tidal.com/track/156571001
"Symphony No. 41 in C Major, K. 551 ""Jupiter"": I. Allegro vivace","Scottish Chamber Orchestra, Sir Charles Mackerras",Mozart: Symphonies Nos. 38-41,GBASH0830812,tidal,156570996,699s,,,http://www.tidal.com/track/156570996
"Symphony No. 41 in C Major, K. 551 ""Jupiter"": II. Andante cantabile","Scottish Chamber Orchestra, Sir Charles Mackerras",Mozart: Symphonies Nos. 38-41,GBASH0830813,tidal,156570998,627s,,,http://www.tidal.com/track/156570998
"Symphony No. 41 in C Major, K. 551 ""Jupiter"": III. Menuetto (Allegretto)","Scottish Chamber Orchestra, Sir Charles Mackerras",Mozart: Symphonies Nos. 38-41,GBASH0830814,tidal,156571000,303s,,,http://www.tidal.com/track/156571000
"Symphony No. 41 in C Major, K. 551 ""Jupiter"": IV. Molto allegro","Scottish Chamber Orchestra, Sir Charles Mackerras",Mozart: Symphonies Nos. 38-41,GBASH0830815,tidal,156571002,690s,,,http://www.tidal.com/track/156571002
"Concerto for Orchestra, Sz. 116: I. Introduzione. Andante non troppo","Orchestre National de Lille, Alexandre Bloch",Bartók: Concerto pour orchestre - Concerto pour alto,FR50X2201301,tidal,309518268,624s,,,http://www.tidal.com/track/309518268
"Concerto for Orchestra, Sz. 116: II. Presentando le coppie. Allegro scherzando","Orchestre National de Lille, Alexandre Bloch",Bartók: Concerto pour orchestre - Concerto pour alto,FR50X2201302,tidal,309518269,384s,,,http://www.tidal.com/track/309518269
"Concerto for Orchestra, Sz. 116: III. Elegia. Andante non troppo","Orchestre National de Lille, Alexandre Bloch",Bartók: Concerto pour orchestre - Concerto pour alto,FR50X2201303,tidal,309518270,435s,,,http://www.tidal.com/track/309518270
"Concerto for Orchestra, Sz. 116: IV. Intermezzo Interrotto. Allegretto","Orchestre National de Lille, Alexandre Bloch",Bartók: Concerto pour orchestre - Concerto pour alto,FR50X2201304,tidal,309518271,268s,,,http://www.tidal.com/track/309518271
"Concerto for Orchestra, Sz. 116: V. Finale. Pesante-Presto","Orchestre National de Lille, Alexandre Bloch",Bartók: Concerto pour orchestre - Concerto pour alto,FR50X2201305,tidal,309518272,583s,,,http://www.tidal.com/track/309518272
"Viola Concerto, Sz. 120: I. Moderato","Orchestre National de Lille, Alexandre Bloch, Amihai Grosz",Bartók: Concerto pour orchestre - Concerto pour alto,FR50X2201306,tidal,309518273,845s,,,http://www.tidal.com/track/309518273
"Viola Concerto, Sz. 120: II. Adagio religioso","Orchestre National de Lille, Alexandre Bloch, Amihai Grosz",Bartók: Concerto pour orchestre - Concerto pour alto,FR50X2201307,tidal,309518274,283s,,,http://www.tidal.com/track/309518274
"Viola Concerto, Sz. 120: III. Allegro vivace","Orchestre National de Lille, Alexandre Bloch, Amihai Grosz",Bartók: Concerto pour orchestre - Concerto pour alto,FR50X2201308,tidal,309518275,269s,,,http://www.tidal.com/track/309518275
"Piano Concerto No. 20 in D Minor, K. 466: I. Allegro","Charles Richard-Hamelin, Les Violons du Roy, Jonathan Cohen",Mozart: Piano Concertos Nos. 20 & 23,CALC42309021,tidal,313466200,825s,,,http://www.tidal.com/track/313466200
"Piano Concerto No. 20 in D Minor, K. 466: II. Romance","Charles Richard-Hamelin, Les Violons du Roy, Jonathan Cohen",Mozart: Piano Concertos Nos. 20 & 23,CALC42309022,tidal,313466202,497s,,,http://www.tidal.com/track/313466202
"Piano Concerto No. 20 in D Minor, K. 466: III. Allegro assai","Charles Richard-Hamelin, Les Violons du Roy, Jonathan Cohen",Mozart: Piano Concertos Nos. 20 & 23,CALC42309023,tidal,313466204,448s,,,http://www.tidal.com/track/313466204
"Piano Concerto No. 23 in A Major, K. 488: I. Allegro","Charles Richard-Hamelin, Les Violons du Roy, Jonathan Cohen",Mozart: Piano Concertos Nos. 20 & 23,CALC42309024,tidal,313466205,681s,,,http://www.tidal.com/track/313466205
"Piano Concerto No. 23 in A Major, K. 488: II. Adagio","Charles Richard-Hamelin, Les Violons du Roy, Jonathan Cohen",Mozart: Piano Concertos Nos. 20 & 23,CALC42309025,tidal,313466206,400s,,,http://www.tidal.com/track/313466206
"Piano Concerto No. 23 in A Major, K. 488: III. Allegro assai","Charles Richard-Hamelin, Les Violons du Roy, Jonathan Cohen",Mozart: Piano Concertos Nos. 20 & 23,CALC42309026,tidal,313466207,475s,,,http://www.tidal.com/track/313466207
"Adagio and Fugue in C Minor, K. 546","Les Violons du Roy, Jonathan Cohen",Mozart: Piano Concertos Nos. 20 & 23,CALC42309027,tidal,313466208,398s,,,http://www.tidal.com/track/313466208
"Symphony No. 3, Op. 36: I. Lento - Sostenuto Tranquillo Ma Cantabile","Dawn Upshaw, London Sinfonietta, David Zinman",Górecki: Symphony No. 3,USN019228201,tidal,256721,1607s,,,http://www.tidal.com/track/256721
"Symphony No. 3, Op. 36: II. Lento e Largo - Tranquillissimo","Dawn Upshaw, London Sinfonietta, David Zinman",Górecki: Symphony No. 3,USN019228202,tidal,256722,568s,,,http://www.tidal.com/track/256722
"Symphony No. 3, Op. 36: III. Lento - Cantablile Semplice","Dawn Upshaw, London Sinfonietta, David Zinman",Górecki: Symphony No. 3,USN019228203,tidal,256723,1030s,,,http://www.tidal.com/track/256723
Tabula Rasa: I. Ludus,"Renaud Capuçon, François Sochard, Guillaume Bellom",Pärt: Tabula Rasa,GBAYC2100003,tidal,190541071,638s,,,http://www.tidal.com/track/190541071
Tabula Rasa: II. Silentium,"Renaud Capuçon, François Sochard, Guillaume Bellom",Pärt: Tabula Rasa,GBAYC2100004,tidal,190541072,999s,,,http://www.tidal.com/track/190541072
"Zemlinsky: Lyrische Symphonie, Op. 18 - 1. Langsam","Håkan Hagegård, Concertgebouworkest, Riccardo Chailly",Zemlinsky: Lyric Symphony,GBF079310741,tidal,50609999,637s,,,http://www.tidal.com/track/50609999
"Zemlinsky: Lyrische Symphonie, Op. 18 - 2. Lebhaft","Alessandra Marc, Concertgebouworkest, Riccardo Chailly",Zemlinsky: Lyric Symphony,GBF079310742,tidal,50610000,434s,,,http://www.tidal.com/track/50610000
"Zemlinsky: Lyrische Symphonie, Op. 18 - 3. Von hier ab plötzlich breiter . . .","Håkan Hagegård, Concertgebouworkest, Riccardo Chailly",Zemlinsky: Lyric Symphony,GBF079310743,tidal,50610001,395s,,,http://www.tidal.com/track/50610001
"Zemlinsky: Lyrische Symphonie, Op. 18 - 4. Langsam","Alessandra Marc, Concertgebouworkest, Riccardo Chailly",Zemlinsky: Lyric Symphony,GBF079310744,tidal,50610002,472s,,,http://www.tidal.com/track/50610002
"Zemlinsky: Lyrische Symphonie, Op. 18 - 5. Feurig und kraftvoll","Håkan Hagegård, Concertgebouworkest, Riccardo Chailly",Zemlinsky: Lyric Symphony,GBF079310745,tidal,50610003,126s,,,http://www.tidal.com/track/50610003
"Zemlinsky: Lyrische Symphonie, Op. 18 - 6. Sehr mässig","Alessandra Marc, Concertgebouworkest, Riccardo Chailly",Zemlinsky: Lyric Symphony,GBF079310746,tidal,50610004,274s,,,http://www.tidal.com/track/50610004
"Zemlinsky: Lyrische Symphonie, Op. 18 - 7. Molto Adagio","Håkan Hagegård, Concertgebouworkest, Riccardo Chailly",Zemlinsky: Lyric Symphony,GBF079310747,tidal,50610005,498s,,,http://www.tidal.com/track/50610005
Zemlinsky: Sinfonische Gesänge. Op. 20 - 1. Lied aus Dixieland,"Willard White, Royal Concertgebouw Orchestra, Riccardo Chailly",Zemlinsky: Lyric Symphony,GBF079310751,tidal,50610006,215s,,,http://www.tidal.com/track/50610006
Zemlinsky: Sinfonische Gesänge. Op. 20 - 2. Lied der Baumwollpacker,"Willard White, Royal Concertgebouw Orchestra, Riccardo Chailly",Zemlinsky: Lyric Symphony,GBF079310752,tidal,50610007,193s,,,http://www.tidal.com/track/50610007
Zemlinsky: Sinfonische Gesänge. Op. 20 - 3. Totes braunes Mädel,"Willard White, Royal Concertgebouw Orchestra, Riccardo Chailly",Zemlinsky: Lyric Symphony,GBF079310753,tidal,50610008,150s,,,http://www.tidal.com/track/50610008
Zemlinsky: Sinfonische Gesänge. Op. 20 - 4. Übler Bursche,"Willard White, Royal Concertgebouw Orchestra, Riccardo Chailly",Zemlinsky: Lyric Symphony,GBF079310754,tidal,50610009,127s,,,http://www.tidal.com/track/50610009
Zemlinsky: Sinfonische Gesänge. Op. 20 - 5. Erkenntnis,"Willard White, Royal Concertgebouw Orchestra, Riccardo Chailly",Zemlinsky: Lyric Symphony,GBF079310755,tidal,50610010,166s,,,http://www.tidal.com/track/50610010
Zemlinsky: Sinfonische Gesänge. Op. 20 - 6. Afrikanischer Tanz,"Willard White, Royal Concertgebouw Orchestra, Riccardo Chailly",Zemlinsky: Lyric Symphony,GBF079310756,tidal,50610011,79s,,,http://www.tidal.com/track/50610011
Zemlinsky: Sinfonische Gesänge. Op. 20 - 7. Arabeske,"Willard White, Royal Concertgebouw Orchestra, Riccardo Chailly",Zemlinsky: Lyric Symphony,GBF079319757,tidal,50610012,139s,,,http://www.tidal.com/track/50610012
Zemlinsky: Psalm 83,"Slovak Philharmonic Choir, Wiener Philharmoniker, Riccardo Chailly",Zemlinsky: Lyric Symphony,GBF079711960,tidal,50610013,740s,,,http://www.tidal.com/track/50610013
"The Wooden Prince, Op. 13 Sz. 60: I. Introduction","Cristian Măcelaru, WDR Sinfonieorchester",Bartók: The Wooden Prince & Dance Suite,GBASH2371401,tidal,267871131,340s,,,http://www.tidal.com/track/267871131
"The Wooden Prince, Op. 13 Sz. 60: II. First Dance. Dance of the Princess in the Forest","Cristian Măcelaru, WDR Sinfonieorchester",Bartók: The Wooden Prince & Dance Suite,GBASH2371402,tidal,267871132,139s,,,http://www.tidal.com/track/267871132
"The Wooden Prince, Op. 13 Sz. 60: III. The Prince Sets off and Falls in Love","Cristian Măcelaru, WDR Sinfonieorchester",Bartók: The Wooden Prince & Dance Suite,GBASH2371403,tidal,267871133,165s,,,http://www.tidal.com/track/267871133
"The Wooden Prince, Op. 13 Sz. 60: IV. Second Dance. Dance of the Trees","Cristian Măcelaru, WDR Sinfonieorchester",Bartók: The Wooden Prince & Dance Suite,GBASH2371404,tidal,267871134,299s,,,http://www.tidal.com/track/267871134
"The Wooden Prince, Op. 13 Sz. 60: V. Third Dance. Dance of the Waves","Cristian Măcelaru, WDR Sinfonieorchester",Bartók: The Wooden Prince & Dance Suite,GBASH2371405,tidal,267871135,257s,,,http://www.tidal.com/track/267871135
"The Wooden Prince, Op. 13 Sz. 60: VI. The Prince Has an Idea","Cristian Măcelaru, WDR Sinfonieorchester",Bartók: The Wooden Prince & Dance Suite,GBASH2371406,tidal,267871136,442s,,,http://www.tidal.com/track/267871136
"The Wooden Prince, Op. 13 Sz. 60: VII. Fourth Dance. Dance of the Princess With the Wooden Prince","Cristian Măcelaru, WDR Sinfonieorchester",Bartók: The Wooden Prince & Dance Suite,GBASH2371407,tidal,267871137,331s,,,http://www.tidal.com/track/267871137
"The Wooden Prince, Op. 13 Sz. 60: VIII. The Prince Despairs","Cristian Măcelaru, WDR Sinfonieorchester",Bartók: The Wooden Prince & Dance Suite,GBASH2371408,tidal,267871138,446s,,,http://www.tidal.com/track/267871138
"The Wooden Prince, Op. 13 Sz. 60: IX. The prince Is Restored","Cristian Măcelaru, WDR Sinfonieorchester",Bartók: The Wooden Prince & Dance Suite,GBASH2371409,tidal,267871139,144s,,,http://www.tidal.com/track/267871139
"The Wooden Prince, Op. 13 Sz. 60: X. Return of the Princess - Fifth Dance","Cristian Măcelaru, WDR Sinfonieorchester",Bartók: The Wooden Prince & Dance Suite,GBASH2371410,tidal,267871140,180s,,,http://www.tidal.com/track/267871140
"The Wooden Prince, Op. 13 Sz. 60: XI. The Wooden Prince Falls to the Ground - The Radiant Prince Appears - Sixth Dance","Cristian Măcelaru, WDR Sinfonieorchester",Bartók: The Wooden Prince & Dance Suite,GBASH2371411,tidal,267871141,103s,,,http://www.tidal.com/track/267871141
"The Wooden Prince, Op. 13 Sz. 60: XII. Seventh Dance. The Despair of the Princess","Cristian Măcelaru, WDR Sinfonieorchester",Bartók: The Wooden Prince & Dance Suite,GBASH2371412,tidal,267871142,289s,,,http://www.tidal.com/track/267871142
"The Wooden Prince, Op. 13 Sz. 60: XIII. The Happy End","Cristian Măcelaru, WDR Sinfonieorchester",Bartók: The Wooden Prince & Dance Suite,GBASH2371413,tidal,267871143,283s,,,http://www.tidal.com/track/267871143
"Dance Suite, Sz. 77: I. Moderato","Cristian Măcelaru, WDR Sinfonieorchester",Bartók: The Wooden Prince & Dance Suite,GBASH2371414,tidal,267871144,209s,,,http://www.tidal.com/track/267871144
"Dance Suite, Sz. 77: II. Allegro molto","Cristian Măcelaru, WDR Sinfonieorchester",Bartók: The Wooden Prince & Dance Suite,GBASH2371415,tidal,267871145,137s,,,http://www.tidal.com/track/267871145
"Dance Suite, Sz. 77: III. Allegro vivace","Cristian Măcelaru, WDR Sinfonieorchester",Bartók: The Wooden Prince & Dance Suite,GBASH2371416,tidal,267871146,180s,,,http://www.tidal.com/track/267871146
"Dance Suite, Sz. 77: IV. Molto tranquillo","Cristian Măcelaru, WDR Sinfonieorchester",Bartók: The Wooden Prince & Dance Suite,GBASH2371417,tidal,267871147,217s,,,http://www.tidal.com/track/267871147
"Dance Suite, Sz. 77: V. Comodo","Cristian Măcelaru, WDR Sinfonieorchester",Bartók: The Wooden Prince & Dance Suite,GBASH2371418,tidal,267871148,72s,,,http://www.tidal.com/track/267871148
"Dance Suite, Sz. 77: VI. Finale. Allegro","Cristian Măcelaru, WDR Sinfonieorchester",Bartók: The Wooden Prince & Dance Suite,GBASH2371419,tidal,267871149,237s,,,http://www.tidal.com/track/267871149
"Piano Concerto No. 9 in E-Flat Major, K. 271 ""Jeunehomme"": I. Allegro","Lars Vogt, Orchestre De Chambre De Paris","Mozart: Piano Concerto No. 9 in E-Flat Major, K. 271 ""Jeunehomme"" & Piano Concerto No. 24 in C Minor, K. 491",FINDE2300045,tidal,307469358,637s,,,http://www.tidal.com/track/307469358
"Piano Concerto No. 9 in E-Flat Major, K. 271 ""Jeunehomme"": II. Andantino","Lars Vogt, Orchestre De Chambre De Paris","Mozart: Piano Concerto No. 9 in E-Flat Major, K. 271 ""Jeunehomme"" & Piano Concerto No. 24 in C Minor, K. 491",FINDE2300046,tidal,307469359,678s,,,http://www.tidal.com/track/307469359
"Piano Concerto No. 9 in E-Flat Major, K. 271 ""Jeunehomme"": III. Rondeau. Presto","Lars Vogt, Orchestre De Chambre De Paris","Mozart: Piano Concerto No. 9 in E-Flat Major, K. 271 ""Jeunehomme"" & Piano Concerto No. 24 in C Minor, K. 491",FINDE2300047,tidal,307469360,611s,,,http://www.tidal.com/track/307469360
"Piano Concerto No. 24 in C Minor, K. 491: I. Allegro","Lars Vogt, Orchestre De Chambre De Paris","Mozart: Piano Concerto No. 9 in E-Flat Major, K. 271 ""Jeunehomme"" & Piano Concerto No. 24 in C Minor, K. 491",FINDE2300048,tidal,307469361,824s,,,http://www.tidal.com/track/307469361
"Piano Concerto No. 24 in C Minor, K. 491: II. Larghetto","Lars Vogt, Orchestre De Chambre De Paris","Mozart: Piano Concerto No. 9 in E-Flat Major, K. 271 ""Jeunehomme"" & Piano Concerto No. 24 in C Minor, K. 491",FINDE2300049,tidal,307469362,399s,,,http://www.tidal.com/track/307469362
"Piano Concerto No. 24 in C Minor, K. 491: III. Allegretto","Lars Vogt, Orchestre De Chambre De Paris","Mozart: Piano Concerto No. 9 in E-Flat Major, K. 271 ""Jeunehomme"" & Piano Concerto No. 24 in C Minor, K. 491",FINDE2300050,tidal,307469363,535s,,,http://www.tidal.com/track/307469363
"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Angenehme, heitere Empfindungen, welche bei der Ankunft auf dem Lande im Menschen erwachen. Allegro ma non troppo","Jordi Savall, Le Concert des Nations",Beethoven: Symphonies 6-9,CH4212100158,tidal,213891370,665s,,,http://www.tidal.com/track/213891370
"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": II. Szene am Bach. Andante molto moto","Jordi Savall, Le Concert des Nations",Beethoven: Symphonies 6-9,CH4212100159,tidal,213891371,727s,,,http://www.tidal.com/track/213891371
"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": III. Lustiges Zusammensein der Landleute. Allegro","Jordi Savall, Le Concert des Nations",Beethoven: Symphonies 6-9,CH4212100160,tidal,213891372,294s,,,http://www.tidal.com/track/213891372
"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": IV. Donner, Sturm. Allegro","Jordi Savall, Le Concert des Nations",Beethoven: Symphonies 6-9,CH4212100161,tidal,213891373,243s,,,http://www.tidal.com/track/213891373
"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": V. Hirtengesang. Wohltätige, mit Dank an die Gottheit verbundene Gefühle nach dem Sturm. Allegretto","Jordi Savall, Le Concert des Nations",Beethoven: Symphonies 6-9,CH4212100162,tidal,213891374,596s,,,http://www.tidal.com/track/213891374
"Symphony No. 7 in A Major, Op. 92: I. Poco sostenuto - Vivace","Jordi Savall, Le Concert des Nations",Beethoven: Symphonies 6-9,CH4212100163,tidal,213891375,845s,,,http://www.tidal.com/track/213891375
"Symphony No. 7 in A Major, Op. 92: II. Allegretto","Jordi Savall, Le Concert des Nations",Beethoven: Symphonies 6-9,CH4212100164,tidal,213891376,453s,,,http://www.tidal.com/track/213891376
"Symphony No. 7 in A Major, Op. 92: III. Presto - Assai meno presto","Jordi Savall, Le Concert des Nations",Beethoven: Symphonies 6-9,CH4212100165,tidal,213891377,510s,,,http://www.tidal.com/track/213891377
"Symphony No. 7 in A Major, Op. 92: IV. Allegro con brio","Jordi Savall, Le Concert des Nations",Beethoven: Symphonies 6-9,CH4212100166,tidal,213891378,551s,,,http://www.tidal.com/track/213891378
"Symphony No. 8 in F Major, Op. 93: I. Allegro vivace e con brio","Jordi Savall, Le Concert des Nations",Beethoven: Symphonies 6-9,CH4212100167,tidal,213891379,504s,,,http://www.tidal.com/track/213891379
"Symphony No. 8 in F Major, Op. 93: II. Allegretto scherzando","Jordi Savall, Le Concert des Nations",Beethoven: Symphonies 6-9,CH4212100168,tidal,213891380,223s,,,http://www.tidal.com/track/213891380
"Symphony No. 8 in F Major, Op. 93: III. Tempo di menuetto","Jordi Savall, Le Concert des Nations",Beethoven: Symphonies 6-9,CH4212100169,tidal,213891381,328s,,,http://www.tidal.com/track/213891381
"Symphony No. 8 in F Major, Op. 93: IV. Allegro vivace","Jordi Savall, Le Concert des Nations",Beethoven: Symphonies 6-9,CH4212100170,tidal,213891382,431s,,,http://www.tidal.com/track/213891382
"Symphony No. 9 in D Minor, Op. 125 ""Choral"": I. Allegro ma non troppo e un poco maestoso","Jordi Savall, Le Concert des Nations",Beethoven: Symphonies 6-9,CH4212100171,tidal,213891383,845s,,,http://www.tidal.com/track/213891383
"Symphony No. 9 in D Minor, Op. 125 ""Choral"": II. Molto vivace","Jordi Savall, Le Concert des Nations",Beethoven: Symphonies 6-9,CH4212100172,tidal,213891384,776s,,,http://www.tidal.com/track/213891384
"Symphony No. 9 in D Minor, Op. 125 ""Choral"": III. Adagio molto e cantabile","Jordi Savall, Le Concert des Nations",Beethoven: Symphonies 6-9,CH4212100173,tidal,213891385,683s,,,http://www.tidal.com/track/213891385
"Symphony No. 9 in D Minor, Op. 125 ""Choral"": IV. Presto - Allegro Assai","Jordi Savall, Le Concert des Nations",Beethoven: Symphonies 6-9,CH4212100174,tidal,213891386,347s,,,http://www.tidal.com/track/213891386
"Symphony No. 9 in D Minor, Op. 125 ""Choral"": V. Presto - Recitativo","Jordi Savall, Le Concert des Nations",Beethoven: Symphonies 6-9,CH4212100175,tidal,213891387,198s,,,http://www.tidal.com/track/213891387
"Symphony No. 9 in D Minor, Op. 125 ""Choral"": V. Allegro assai vivace alla marcia","Jordi Savall, Le Concert des Nations",Beethoven: Symphonies 6-9,CH4212100176,tidal,213891389,560s,,,http://www.tidal.com/track/213891389
"Symphony No. 9 in D Minor, Op. 125 ""Choral"": V. Allegro ma non tanto","Jordi Savall, Le Concert des Nations",Beethoven: Symphonies 6-9,CH4212100177,tidal,213891390,256s,,,http://www.tidal.com/track/213891390
"Sibelius: Symphony No. 1 in E Minor, Op. 39: I. Andante, ma non troppo - Allegro energico","Oslo Philharmonic Orchestra, Klaus Mäkelä",Sibelius: Symphonies 1-7; Tapiola; 3 Late Fragments,GBBBC2100796,tidal,221536041,710s,,,http://www.tidal.com/track/221536041
"Sibelius: Symphony No. 1 in E Minor, Op. 39: II. Andante (ma non troppo lento)","Oslo Philharmonic Orchestra, Klaus Mäkelä",Sibelius: Symphonies 1-7; Tapiola; 3 Late Fragments,GBBBC2100797,tidal,221536042,586s,,,http://www.tidal.com/track/221536042
"Sibelius: Symphony No. 1 in E Minor, Op. 39: III. Scherzo. Allegro","Oslo Philharmonic Orchestra, Klaus Mäkelä",Sibelius: Symphonies 1-7; Tapiola; 3 Late Fragments,GBBBC2100798,tidal,221536043,318s,,,http://www.tidal.com/track/221536043
"Sibelius: Symphony No. 1 in E Minor, Op. 39: IV. Finale. Quasi una fantasia","Oslo Philharmonic Orchestra, Klaus Mäkelä",Sibelius: Symphonies 1-7; Tapiola; 3 Late Fragments,GBBBC2100799,tidal,221536044,780s,,,http://www.tidal.com/track/221536044
"Sibelius: Symphony No. 2 in D Major, Op. 43: I. Allegretto","Oslo Philharmonic Orchestra, Klaus Mäkelä",Sibelius: Symphonies 1-7; Tapiola; 3 Late Fragments,GBBBC2100800,tidal,221536045,612s,,,http://www.tidal.com/track/221536045
"Sibelius: Symphony No. 2 in D Major, Op. 43: II. Tempo andante, ma rubato","Oslo Philharmonic Orchestra, Klaus Mäkelä",Sibelius: Symphonies 1-7; Tapiola; 3 Late Fragments,GBBBC2100801,tidal,221536046,899s,,,http://www.tidal.com/track/221536046
"Sibelius: Symphony No. 2 in D Major, Op. 43: III. Vivacissimo","Oslo Philharmonic Orchestra, Klaus Mäkelä",Sibelius: Symphonies 1-7; Tapiola; 3 Late Fragments,GBBBC2100802,tidal,221536047,382s,,,http://www.tidal.com/track/221536047
"Sibelius: Symphony No. 2 in D Major, Op. 43: IV. Finale. Allegro moderato","Oslo Philharmonic Orchestra, Klaus Mäkelä",Sibelius: Symphonies 1-7; Tapiola; 3 Late Fragments,GBBBC2100803,tidal,221536048,870s,,,http://www.tidal.com/track/221536048
"Sibelius: Symphony No. 3 in C Major, Op. 52: I. Allegro moderato","Oslo Philharmonic Orchestra, Klaus Mäkelä",Sibelius: Symphonies 1-7; Tapiola; 3 Late Fragments,GBBBC2100804,tidal,221536049,615s,,,http://www.tidal.com/track/221536049
"Sibelius: Symphony No. 5 in E-Flat Major, Op. 82: I. Tempo molto moderato","Oslo Philharmonic Orchestra, Klaus Mäkelä",Sibelius: Symphonies 1-7; Tapiola; 3 Late Fragments,GBBBC2100811,tidal,221536056,862s,,,http://www.tidal.com/track/221536056
"Sibelius: Symphony No. 5 in E-Flat Major, Op. 82: II. Andante mosso, quasi allegretto","Oslo Philharmonic Orchestra, Klaus Mäkelä",Sibelius: Symphonies 1-7; Tapiola; 3 Late Fragments,GBBBC2100812,tidal,221536057,582s,,,http://www.tidal.com/track/221536057
"Sibelius: Symphony No. 5 in E-Flat Major, Op. 82: III. Allegro molto","Oslo Philharmonic Orchestra, Klaus Mäkelä",Sibelius: Symphonies 1-7; Tapiola; 3 Late Fragments,GBBBC2100813,tidal,221536058,597s,,,http://www.tidal.com/track/221536058
"Sibelius: Symphony No. 6 in D Minor, Op. 104: I. Allegro molto moderato","Oslo Philharmonic Orchestra, Klaus Mäkelä",Sibelius: Symphonies 1-7; Tapiola; 3 Late Fragments,GBBBC2100815,tidal,221536059,566s,,,http://www.tidal.com/track/221536059
"Sibelius: Symphony No. 6 in D Minor, Op. 104: II. Allegretto moderato","Oslo Philharmonic Orchestra, Klaus Mäkelä",Sibelius: Symphonies 1-7; Tapiola; 3 Late Fragments,GBBBC2100816,tidal,221536060,412s,,,http://www.tidal.com/track/221536060
"Sibelius: Symphony No. 6 in D Minor, Op. 104: III. Poco vivace","Oslo Philharmonic Orchestra, Klaus Mäkelä",Sibelius: Symphonies 1-7; Tapiola; 3 Late Fragments,GBBBC2100737,tidal,221536061,231s,,,http://www.tidal.com/track/221536061
"Sibelius: Symphony No. 6 in D Minor, Op. 104: IV. Allegro molto","Oslo Philharmonic Orchestra, Klaus Mäkelä",Sibelius: Symphonies 1-7; Tapiola; 3 Late Fragments,GBBBC2100817,tidal,221536062,674s,,,http://www.tidal.com/track/221536062
"Sibelius: Symphony No. 7 in C Major, Op. 105: I. Adagio -","Oslo Philharmonic Orchestra, Klaus Mäkelä",Sibelius: Symphonies 1-7; Tapiola; 3 Late Fragments,GBBBC2100818,tidal,221536063,591s,,,http://www.tidal.com/track/221536063
"Sibelius: Symphony No. 7 in C Major, Op. 105: II. Vivacissimo - Adagio -","Oslo Philharmonic Orchestra, Klaus Mäkelä",Sibelius: Symphonies 1-7; Tapiola; 3 Late Fragments,GBBBC2100819,tidal,221536064,172s,,,http://www.tidal.com/track/221536064
