title,artist,album,isrc,platform,trackId,duration,addedDate,addedBy,url
"Brahms: 21 Hungarian Dances, WoO 1 - Hungarian Dance No. 13 in D Major. Andantino grazioso (Orch. Parlow)","Wiener Philharmoniker, Claudio Abbado",Brahms: 21 Hungarian Dances,DEF058230912,tidal,4708025,98s,,,http://www.tidal.com/track/4708025
"Brahms: 21 Hungarian Dances, WoO 1 - Hungarian Dance No. 14 in D Minor. Un poco andante (Orch. Parlow)","Wiener Philharmoniker, Claudio Abbado",Brahms: 21 Hungarian Dances,DEF058230913,tidal,4708026,95s,,,http://www.tidal.com/track/4708026
"Brahms: 21 Hungarian Dances, WoO 1 - Hungarian Dance No. 15 in B-Flat Major. Allegretto grazioso (Orch. Parlow)","Wiener Philharmoniker, Claudio Abbado",Brahms: 21 Hungarian Dances,DEF058230914,tidal,4708027,163s,,,http://www.tidal.com/track/4708027
"Brahms: 21 Hungarian Dances, WoO 1 - Hungarian Dance No. 16 in F Minor. Con moto (Orch. Parlow)","Wiener Philharmoniker, Claudio Abbado",Brahms: 21 Hungarian Dances,DEF058230915,tidal,4708028,140s,,,http://www.tidal.com/track/4708028
"Brahms: 21 Hungarian Dances, WoO 1 - Hungarian Dance No. 17 in F-Sharp Minor. Andantino (Orch. Dvořák)","Wiener Philharmoniker, Claudio Abbado",Brahms: 21 Hungarian Dances,DEF058230916,tidal,4708029,169s,,,http://www.tidal.com/track/4708029
"Brahms: 21 Hungarian Dances, WoO 1 - Hungarian Dance No. 18 in D Major. Molto vivace (Orch. Dvořák)","Wiener Philharmoniker, Claudio Abbado",Brahms: 21 Hungarian Dances,DEF058230917,tidal,4708030,87s,,,http://www.tidal.com/track/4708030
"Brahms: 21 Hungarian Dances, WoO 1 - Hungarian Dance No. 19 in B Minor. Allegretto (Orch. Dvořák)","Wiener Philharmoniker, Claudio Abbado",Brahms: 21 Hungarian Dances,DEF058230918,tidal,4708031,119s,,,http://www.tidal.com/track/4708031
"Brahms: 21 Hungarian Dances, WoO 1 - Hungarian Dance No. 20 in E Minor. Poco allegretto (Orch. Dvořák)","Wiener Philharmoniker, Claudio Abbado",Brahms: 21 Hungarian Dances,DEF058230919,tidal,4708032,146s,,,http://www.tidal.com/track/4708032
"Brahms: 21 Hungarian Dances, WoO 1 - Hungarian Dance No. 21 in E Minor. Vivace (Orch. Dvořák)","Wiener Philharmoniker, Claudio Abbado",Brahms: 21 Hungarian Dances,DEF058230920,tidal,4708033,78s,,,http://www.tidal.com/track/4708033
"Violin Concerto No. 1, Op.35: Vivace assai - Tempo comodo: andantino - Subito vivace assai -","Thomas Zehetmair, City of Birmingham Symphony Orchestra, Sir Simon Rattle",Szymanowski - Violin Concertos Nos. 1 & 2,GBAYC9500353,tidal,1354527,704s,,,http://www.tidal.com/track/1354527
"Violin Concerto No. 1, Op.35: Vivace scherzando (Fig. 52) - Tempo comodo: allegretto - Vivace -","Thomas Zehetmair, City of Birmingham Symphony Orchestra, Sir Simon Rattle",Szymanowski - Violin Concertos Nos. 1 & 2,GBAYC9500354,tidal,1354528,517s,,,http://www.tidal.com/track/1354528
"Violin Concerto No. 1, Op.35: Cadenza (Vivace) - Allegro moderato - Lento assai","Thomas Zehetmair, City of Birmingham Symphony Orchestra, Sir Simon Rattle",Szymanowski - Violin Concertos Nos. 1 & 2,GBAYC9500355,tidal,1354529,311s,,,http://www.tidal.com/track/1354529
"Violin Concerto No. 2, Op.61: Moderato - Andante sostenuto - Tempo I - Cadenza -","Thomas Zehetmair, City of Birmingham Symphony Orchestra, Sir Simon Rattle",Szymanowski - Violin Concertos Nos. 1 & 2,GBAYC9500357,tidal,1354530,688s,,,http://www.tidal.com/track/1354530
"Violin Concerto No. 2, Op.61: Allegramente, molto energico (Fig. 26) -","Thomas Zehetmair, City of Birmingham Symphony Orchestra, Sir Simon Rattle",Szymanowski - Violin Concertos Nos. 1 & 2,GBAYC9500358,tidal,1354531,231s,,,http://www.tidal.com/track/1354531
"Violin Concerto No. 2, Op.61: Andantino molto tranquillo (Fig. 40) -Tempo I (Allegramente, animato)","Thomas Zehetmair, City of Birmingham Symphony Orchestra, Sir Simon Rattle",Szymanowski - Violin Concertos Nos. 1 & 2,GBAYC9500359,tidal,1354532,347s,,,http://www.tidal.com/track/1354532
"3 Paganini Caprices, Op. 40: I. Caprice No. 20 in D Major","Thomas Zehetmair, Silke Avenhaus",Szymanowski - Violin Concertos Nos. 1 & 2,GBAYC9500361,tidal,1354533,184s,,,http://www.tidal.com/track/1354533
"3 Paganini Caprices, Op. 40: II. Caprice No. 21 in E Major","Thomas Zehetmair, Silke Avenhaus",Szymanowski - Violin Concertos Nos. 1 & 2,GBAYC9500362,tidal,1354534,146s,,,http://www.tidal.com/track/1354534
3 Paganini Caprices Op. 40: III. Thème Varié - Caprice No.24,Thomas Zehetmair,Szymanowski - Violin Concertos Nos. 1 & 2,GBAYC9500363,tidal,1354535,416s,,,http://www.tidal.com/track/1354535
Romance Op. 23,Thomas Zehetmair/Silke Avenhaus,Szymanowski - Violin Concertos Nos. 1 & 2,GBAYC9500364,tidal,1354536,358s,,,http://www.tidal.com/track/1354536
"Harnasie, Op. 55, Tableau 1: II. Scena mimiczna, ""zaloty""","Edward Gardner, BBC Symphony Orchestra",Szymanowski: Stabat Mater & Harnasie,GBLWD1305408,tidal,215013729,131s,,,http://www.tidal.com/track/215013729
"Harnasie, Op. 55, Tableau 1: III. Marsz zbojnicki (Tenor)","Edward Gardner, BBC Symphony Orchestra, Robert Murray",Szymanowski: Stabat Mater & Harnasie,GBLWD1305409,tidal,215013730,95s,,,http://www.tidal.com/track/215013730
"Harnasie, Op. 55, Tableau 1: IV. Scena mimiczna, ""Harnas i Dziewczyna""","Edward Gardner, BBC Symphony Orchestra",Szymanowski: Stabat Mater & Harnasie,GBLWD1305410,tidal,215013731,229s,,,http://www.tidal.com/track/215013731
"Harnasie, Op. 55, Tableau 1: V. Taniec zbojnicki - Final","Edward Gardner, BBC Symphony Orchestra",Szymanowski: Stabat Mater & Harnasie,GBLWD1305411,tidal,215013732,280s,,,http://www.tidal.com/track/215013732
"Harnasie, Op. 55, Tableau 2: V. Wesele (Chorus)","Edward Gardner, BBC Symphony Orchestra, BBC Symphony Chorus",Szymanowski: Stabat Mater & Harnasie,GBLWD1305412,tidal,215013733,146s,,,http://www.tidal.com/track/215013733
"Harnasie, Op. 55, Tableau 2: V. Cepiny (Chorus)","Edward Gardner, BBC Symphony Orchestra, BBC Symphony Chorus",Szymanowski: Stabat Mater & Harnasie,GBLWD1305413,tidal,215013734,119s,,,http://www.tidal.com/track/215013734
"Harnasie, Op. 55, Tableau 2: V. Piesn siuhajow (Tenor Chorus)","Edward Gardner, BBC Symphony Orchestra, BBC Symphony Chorus",Szymanowski: Stabat Mater & Harnasie,GBLWD1305414,tidal,215013735,74s,,,http://www.tidal.com/track/215013735
"Harnasie, Op. 55, Tableau 2: VII. Taniec goralski (Tenor)","Edward Gardner, BBC Symphony Orchestra, Robert Murray",Szymanowski: Stabat Mater & Harnasie,GBLWD1305415,tidal,215013736,231s,,,http://www.tidal.com/track/215013736
"Harnasie, Op. 55, Tableau 2: VIII. Napad harnasiow - Taniec (Chorus)","Edward Gardner, BBC Symphony Orchestra, BBC Symphony Chorus",Szymanowski: Stabat Mater & Harnasie,GBLWD1305416,tidal,215013737,324s,,,http://www.tidal.com/track/215013737
"Harnasie, Op. 55, Tableau 2: IX. Epilog (Tenor)","Edward Gardner, BBC Symphony Orchestra, Robert Murray",Szymanowski: Stabat Mater & Harnasie,GBLWD1305417,tidal,215013738,172s,,,http://www.tidal.com/track/215013738
"Symphony No. 3, Op. 27, ""The Song of the Night"": I. Moderato assai","Edward Gardner, BBC Symphony Orchestra, Ben Johnson, BBC Symphony Chorus","Szymanowski: Symphonies Nos. 1, 3 & Love Songs of Hafiz",GBLWD1407301,tidal,228911986,507s,,,http://www.tidal.com/track/228911986
"Symphony No. 3, Op. 27, ""The Song of the Night"": II. Allegretto tranquillo","Edward Gardner, BBC Symphony Orchestra, Ben Johnson, BBC Symphony Chorus","Szymanowski: Symphonies Nos. 1, 3 & Love Songs of Hafiz",GBLWD1407302,tidal,228911987,428s,,,http://www.tidal.com/track/228911987
"Symphony No. 3, Op. 27, ""The Song of the Night"": III. Largo","Edward Gardner, BBC Symphony Orchestra, Ben Johnson, BBC Symphony Chorus","Szymanowski: Symphonies Nos. 1, 3 & Love Songs of Hafiz",GBLWD1407303,tidal,228911988,635s,,,http://www.tidal.com/track/228911988
"Love Songs of Hafiz, Op. 26: I. Wünsche","Edward Gardner, BBC Symphony Orchestra, Ben Johnson","Szymanowski: Symphonies Nos. 1, 3 & Love Songs of Hafiz",GBLWD1407304,tidal,228911989,91s,,,http://www.tidal.com/track/228911989
"Love Songs of Hafiz, Op. 26: II. Der verliebte Ostwind","Edward Gardner, BBC Symphony Orchestra, Ben Johnson","Szymanowski: Symphonies Nos. 1, 3 & Love Songs of Hafiz",GBLWD1407305,tidal,228911990,110s,,,http://www.tidal.com/track/228911990
"Love Songs of Hafiz, Op. 26: III. Tanz","Edward Gardner, BBC Symphony Orchestra, Ben Johnson","Szymanowski: Symphonies Nos. 1, 3 & Love Songs of Hafiz",GBLWD1407306,tidal,228911991,108s,,,http://www.tidal.com/track/228911991
"Love Songs of Hafiz, Op. 26: IV. Die Perlen meiner Seele","Edward Gardner, BBC Symphony Orchestra, Ben Johnson","Szymanowski: Symphonies Nos. 1, 3 & Love Songs of Hafiz",GBLWD1407307,tidal,228911992,100s,,,http://www.tidal.com/track/228911992
"Love Songs of Hafiz, Op. 26: V. Jugend im Alter","Edward Gardner, BBC Symphony Orchestra, Ben Johnson","Szymanowski: Symphonies Nos. 1, 3 & Love Songs of Hafiz",GBLWD1407308,tidal,228911993,167s,,,http://www.tidal.com/track/228911993
"Love Songs of Hafiz, Op. 26: VI. Deine Stimme","Edward Gardner, BBC Symphony Orchestra, Ben Johnson","Szymanowski: Symphonies Nos. 1, 3 & Love Songs of Hafiz",GBLWD1407309,tidal,228911994,170s,,,http://www.tidal.com/track/228911994
"Love Songs of Hafiz, Op. 26: VII. Trinklied","Edward Gardner, BBC Symphony Orchestra, Ben Johnson","Szymanowski: Symphonies Nos. 1, 3 & Love Songs of Hafiz",GBLWD1407310,tidal,228911995,156s,,,http://www.tidal.com/track/228911995
"Love Songs of Hafiz, Op. 26: VIII. Das Grab des Hafis","Edward Gardner, BBC Symphony Orchestra, Ben Johnson","Szymanowski: Symphonies Nos. 1, 3 & Love Songs of Hafiz",GBLWD1407311,tidal,228911996,374s,,,http://www.tidal.com/track/228911996
"Symphony No. 1 in F Minor, Op. 15: I. Allegro moderato","Edward Gardner, BBC Symphony Orchestra","Szymanowski: Symphonies Nos. 1, 3 & Love Songs of Hafiz",GBLWD1407312,tidal,228911997,605s,,,http://www.tidal.com/track/228911997
"Symphony No. 1 in F Minor, Op. 15: III. Finale. Allegretto con moto","Edward Gardner, BBC Symphony Orchestra","Szymanowski: Symphonies Nos. 1, 3 & Love Songs of Hafiz",GBLWD1407313,tidal,228911998,532s,,,http://www.tidal.com/track/228911998
Mandragora Op.43 (2002 Remastered Version),Kazimierz Pustelak/Jan Harazim/Polish Radio Orchestra of Krakow/Antoni Wit,Szymanowski : Mandragora/Stabat mater/Litania do Marii Panny/Demeter,GBAYC0202972,tidal,2977288,1557s,,,http://www.tidal.com/track/2977288
"Demeter, Op.37 bis (2002 Remastered Version)",Jadwiga Rappé/Polish Radio National Symphony Orchestra/Antoni Wit,Szymanowski : Mandragora/Stabat mater/Litania do Marii Panny/Demeter,GBAYC0202983,tidal,2977304,473s,,,http://www.tidal.com/track/2977304
Litania do Marii Panny Op. 59 (2002 Remastered Version),Jadwiga Gadulanka/Polish Radio National Symphony Orchestra/Antoni Wit,Szymanowski : Mandragora/Stabat mater/Litania do Marii Panny/Demeter,GBAYC0202980,tidal,2977302,573s,,,http://www.tidal.com/track/2977302
"Violin Concerto, Op. 35: I. Moderato nobile","John Wilson, RTÉ Concert Orchestra, Andrew Haveron",Korngold: Violin Concerto & String Sextet,GBLWD2001601,tidal,196816636,544s,,,http://www.tidal.com/track/196816636
"Violin Concerto, Op. 35: II. Romanze. Andante","John Wilson, RTÉ Concert Orchestra, Andrew Haveron",Korngold: Violin Concerto & String Sextet,GBLWD2001602,tidal,196816637,511s,,,http://www.tidal.com/track/196816637
"Violin Concerto, Op. 35: III. Finale. Allegro assai vivace","John Wilson, RTÉ Concert Orchestra, Andrew Haveron",Korngold: Violin Concerto & String Sextet,GBLWD2001603,tidal,196816638,446s,,,http://www.tidal.com/track/196816638
"Much Ado About Nothing, Op. 11: I. Ouverture (published version)",Mati Turi,Korngold: Much Ado About Nothing & Sinfonietta,FINDE1200168,tidal,22820322,331s,,,http://www.tidal.com/track/22820322
"Much Ado About Nothing, Op. 11: II. Don John (published version)",Mati Turi,Korngold: Much Ado About Nothing & Sinfonietta,FINDE1200169,tidal,22820323,18s,,,http://www.tidal.com/track/22820323
"Much Ado About Nothing, Op. 11: III. Masquerade (Hornpipe) [published version]",Mati Turi,Korngold: Much Ado About Nothing & Sinfonietta,FINDE1200170,tidal,22820324,147s,,,http://www.tidal.com/track/22820324
"Much Ado About Nothing, Op. 11: IV. Festive music (published version)",Mati Turi,Korngold: Much Ado About Nothing & Sinfonietta,FINDE1200171,tidal,22820325,283s,,,http://www.tidal.com/track/22820325
"Much Ado About Nothing, Op. 11: V. Balthasar's Song (published version)",Mati Turi,Korngold: Much Ado About Nothing & Sinfonietta,FINDE1200172,tidal,22820326,238s,,,http://www.tidal.com/track/22820326
"Much Ado About Nothing, Op. 11: VI. Garden Scene (published version)",Mati Turi,Korngold: Much Ado About Nothing & Sinfonietta,FINDE1200173,tidal,22820327,355s,,,http://www.tidal.com/track/22820327
"Much Ado About Nothing, Op. 11: VII. Intermezzo (published version)",Mati Turi,Korngold: Much Ado About Nothing & Sinfonietta,FINDE1200174,tidal,22820328,130s,,,http://www.tidal.com/track/22820328
"Much Ado About Nothing, Op. 11: VIII. Dogberry and Verges (March of the Watch) [published version]",Mati Turi,Korngold: Much Ado About Nothing & Sinfonietta,FINDE1200175,tidal,22820329,152s,,,http://www.tidal.com/track/22820329
"Much Ado About Nothing, Op. 11: VIIIa. Arrest (published version)",Mati Turi,Korngold: Much Ado About Nothing & Sinfonietta,FINDE1200176,tidal,22820330,25s,,,http://www.tidal.com/track/22820330
"Much Ado About Nothing, Op. 11: IX. Maiden in the Bridal Chamber (published version)",Mati Turi,Korngold: Much Ado About Nothing & Sinfonietta,FINDE1200177,tidal,22820331,216s,,,http://www.tidal.com/track/22820331
"Much Ado About Nothing, Op. 11: X. Church Scene (published version)",Mati Turi,Korngold: Much Ado About Nothing & Sinfonietta,FINDE1200178,tidal,22820332,65s,,,http://www.tidal.com/track/22820332
"Much Ado About Nothing, Op. 11: XI. Holzapfel und Schlehwein (Marsch der Wache) [published version]",Mati Turi,Korngold: Much Ado About Nothing & Sinfonietta,FINDE1200179,tidal,22820333,89s,,,http://www.tidal.com/track/22820333
"Much Ado About Nothing, Op. 11: XII. Funeral Music (published version)",Mati Turi,Korngold: Much Ado About Nothing & Sinfonietta,FINDE1200180,tidal,22820334,283s,,,http://www.tidal.com/track/22820334
"Much Ado About Nothing, Op. 11: XIII. Intermezzo (published version)",Mati Turi,Korngold: Much Ado About Nothing & Sinfonietta,FINDE1200181,tidal,22820335,130s,,,http://www.tidal.com/track/22820335
"Much Ado About Nothing, Op. 11: XIV. Final Dance (published version)",Mati Turi,Korngold: Much Ado About Nothing & Sinfonietta,FINDE1200182,tidal,22820336,157s,,,http://www.tidal.com/track/22820336
"Sinfonietta in B Major, Op. 5: I. Fließend, mit heiterem Schwunge",Helsinki Philharmonic Orchestra,Korngold: Much Ado About Nothing & Sinfonietta,FINDE1200183,tidal,22820337,678s,,,http://www.tidal.com/track/22820337
"Sinfonietta in B Major, Op. 5: II. Scherzo. Molto agitato, rasch und feuerig",Helsinki Philharmonic Orchestra,Korngold: Much Ado About Nothing & Sinfonietta,FINDE1200184,tidal,22820338,537s,,,http://www.tidal.com/track/22820338
"Sinfonietta in B Major, Op. 5: III. Molto andante (traumerisch)",Helsinki Philharmonic Orchestra,Korngold: Much Ado About Nothing & Sinfonietta,FINDE1200185,tidal,22820339,463s,,,http://www.tidal.com/track/22820339
"Sinfonietta in B Major, Op. 5: IV. Finale. Patetico - Allegro giocoso",Helsinki Philharmonic Orchestra,Korngold: Much Ado About Nothing & Sinfonietta,FINDE1200186,tidal,22820340,937s,,,http://www.tidal.com/track/22820340
"Toccata & Fugue in D Minor, BWV 565: I. Toocata","Esa-Pekka Salonen, Los Angeles Philharmonic",Bach: Orchestral Arrangements,USSM10008737,tidal,2924750,236s,,,http://www.tidal.com/track/2924750
"Toccata & Fugue in D Minor, BWV 565: II. Fugue","Esa-Pekka Salonen, Los Angeles Philharmonic",Bach: Orchestral Arrangements,USSM10008738,tidal,2924751,371s,,,http://www.tidal.com/track/2924751
"Fantasy & Fugue in C Minor, BWV 537: I. Fantasia","Esa-Pekka Salonen, Los Angeles Philharmonic",Bach: Orchestral Arrangements,USSM10008739,tidal,2924753,313s,,,http://www.tidal.com/track/2924753
"Fantasy & Fugue in C Minor, BWV 537: II. Fugue","Esa-Pekka Salonen, Los Angeles Philharmonic",Bach: Orchestral Arrangements,USSM10008740,tidal,2924754,237s,,,http://www.tidal.com/track/2924754
"Musikalisches Opfer, BWV 1079, No. 2: Ricerar a 6","Esa-Pekka Salonen, Los Angeles Philharmonic",Bach: Orchestral Arrangements,USSM10008741,tidal,2924755,519s,,,http://www.tidal.com/track/2924755
"Prelude & Fugue in E-Flat Major, BWV 552 ""St. Anne"": Praeludium","Esa-Pekka Salonen, Los Angeles Philharmonic",Bach: Orchestral Arrangements,USSM10008742,tidal,2924757,562s,,,http://www.tidal.com/track/2924757
"Prelude & Fugue in E-Flat Major, BWV 552 ""St. Anne"": Fugue","Esa-Pekka Salonen, Los Angeles Philharmonic",Bach: Orchestral Arrangements,USSM10008743,tidal,2924758,362s,,,http://www.tidal.com/track/2924758
"Fugue in G Minor, BWV 578","Esa-Pekka Salonen, Los Angeles Philharmonic",Bach: Orchestral Arrangements,USSM10008744,tidal,2924759,237s,,,http://www.tidal.com/track/2924759
"Suite for Organ, Harpsichord & Orchestra (Selections from Bach's Orchestral Suites, BWV 1067 & BWV 1068): I. Overture","Esa-Pekka Salonen, Los Angeles Philharmonic",Bach: Orchestral Arrangements,USSM10008745,tidal,2924761,466s,,,http://www.tidal.com/track/2924761
"Suite for Organ, Harpsichord & Orchestra (Selections from Bach's Orchestral Suites, BWV 1067 & BWV 1068): II. Rondeau","Esa-Pekka Salonen, Los Angeles Philharmonic",Bach: Orchestral Arrangements,USSM10008746,tidal,2924762,79s,,,http://www.tidal.com/track/2924762
"Suite for Organ, Harpsichord & Orchestra (Selections from Bach's Orchestral Suites, BWV 1067 & BWV 1068): II. Badinerie","Esa-Pekka Salonen, Los Angeles Philharmonic",Bach: Orchestral Arrangements,USSM10008747,tidal,2924763,121s,,,http://www.tidal.com/track/2924763
"Suite for Organ, Harpsichord & Orchestra (Selections from Bach's Orchestral Suites, BWV 1067 & BWV 1068): III. Air","Esa-Pekka Salonen, Los Angeles Philharmonic",Bach: Orchestral Arrangements,USSM10008748,tidal,2924764,331s,,,http://www.tidal.com/track/2924764
"Suite for Organ, Harpsichord & Orchestra (Selections from Bach's Orchestral Suites, BWV 1067 & BWV 1068): IV. Gavotte I","Esa-Pekka Salonen, Los Angeles Philharmonic",Bach: Orchestral Arrangements,USSM10008749,tidal,2924765,85s,,,http://www.tidal.com/track/2924765
"Suite for Organ, Harpsichord & Orchestra (Selections from Bach's Orchestral Suites, BWV 1067 & BWV 1068): IV. Gavotte II","Esa-Pekka Salonen, Los Angeles Philharmonic",Bach: Orchestral Arrangements,USSM10008750,tidal,2924766,139s,,,http://www.tidal.com/track/2924766
Violin Concerto: Andante-Allegretto,"San Francisco Symphony, Michael Tilson Thomas","Berg: Violin Concerto, Seven Early Songs & Three Pieces for Orchestra",USEXZ2101101,tidal,169503523,721s,,,http://www.tidal.com/track/169503523
Violin Concerto: Allegro-Adagio,"San Francisco Symphony, Michael Tilson Thomas","Berg: Violin Concerto, Seven Early Songs & Three Pieces for Orchestra",USEXZ2101102,tidal,169503524,1025s,,,http://www.tidal.com/track/169503524
Seven Early Songs: Nacht,"San Francisco Symphony, Michael Tilson Thomas","Berg: Violin Concerto, Seven Early Songs & Three Pieces for Orchestra",USEXZ2101103,tidal,169503525,238s,,,http://www.tidal.com/track/169503525
Seven Early Songs: Schilflied,"San Francisco Symphony, Michael Tilson Thomas","Berg: Violin Concerto, Seven Early Songs & Three Pieces for Orchestra",USEXZ2101104,tidal,169503526,134s,,,http://www.tidal.com/track/169503526
Seven Early Songs: Die Nachtigall,"San Francisco Symphony, Michael Tilson Thomas","Berg: Violin Concerto, Seven Early Songs & Three Pieces for Orchestra",USEXZ2101105,tidal,169503527,135s,,,http://www.tidal.com/track/169503527
Seven Early Songs: Traumgekrönt,"San Francisco Symphony, Michael Tilson Thomas","Berg: Violin Concerto, Seven Early Songs & Three Pieces for Orchestra",USEXZ2101106,tidal,169503528,173s,,,http://www.tidal.com/track/169503528
Seven Early Songs: Im Zimmer,"San Francisco Symphony, Michael Tilson Thomas","Berg: Violin Concerto, Seven Early Songs & Three Pieces for Orchestra",USEXZ2101107,tidal,169503529,69s,,,http://www.tidal.com/track/169503529
Seven Early Songs: Liebesode,"San Francisco Symphony, Michael Tilson Thomas","Berg: Violin Concerto, Seven Early Songs & Three Pieces for Orchestra",USEXZ2101108,tidal,169503530,110s,,,http://www.tidal.com/track/169503530
Seven Early Songs: Sommertage,"San Francisco Symphony, Michael Tilson Thomas","Berg: Violin Concerto, Seven Early Songs & Three Pieces for Orchestra",USEXZ2101109,tidal,169503531,112s,,,http://www.tidal.com/track/169503531
"Three Pieces for Orchestra, Op. 6: I. Präludium",San Francisco Symphony,"Berg: Violin Concerto, Seven Early Songs & Three Pieces for Orchestra",USEXZ1701001,tidal,169503532,347s,,,http://www.tidal.com/track/169503532
"Three Pieces for Orchestra, Op. 6: II. Reigen",San Francisco Symphony,"Berg: Violin Concerto, Seven Early Songs & Three Pieces for Orchestra",USEXZ1701002,tidal,169503533,351s,,,http://www.tidal.com/track/169503533
"Three Pieces for Orchestra, Op. 6: III. Marsch",San Francisco Symphony,"Berg: Violin Concerto, Seven Early Songs & Three Pieces for Orchestra",USEXZ1701003,tidal,169503534,613s,,,http://www.tidal.com/track/169503534
"Prelude, Fugue and Riffs","Paavo Järvi, City of Birmingham Symphony Orchestra, Sabine Meyer, Wayne Marshall",Bernstein: West Side Story's Symphonic Dances - Divertimento & Facsimile,GBAYC9700461,tidal,1559395,491s,,,http://www.tidal.com/track/1559395
Facsimile,"Paavo Järvi, City of Birmingham Symphony Orchestra, Wayne Marshall",Bernstein: West Side Story's Symphonic Dances - Divertimento & Facsimile,GBAYC9700462,tidal,1559396,1210s,,,http://www.tidal.com/track/1559396
"Symphonic Dances from West Side Story: No. 1, Prologue","Paavo Järvi, City of Birmingham Symphony Orchestra",Bernstein: West Side Story's Symphonic Dances - Divertimento & Facsimile,GBAYC9700464,tidal,1559397,265s,,,http://www.tidal.com/track/1559397
"Symphonic Dances from West Side Story: No. 2, Somewhere","Paavo Järvi, City of Birmingham Symphony Orchestra",Bernstein: West Side Story's Symphonic Dances - Divertimento & Facsimile,GBAYC9700465,tidal,1559398,274s,,,http://www.tidal.com/track/1559398
"Symphonic Dances from West Side Story: No. 3, Scherzo","Paavo Järvi, City of Birmingham Symphony Orchestra",Bernstein: West Side Story's Symphonic Dances - Divertimento & Facsimile,GBAYC9700466,tidal,1559399,84s,,,http://www.tidal.com/track/1559399
"Symphonic Dances from West Side Story: No. 4, Mambo","Paavo Järvi, City of Birmingham Symphony Orchestra",Bernstein: West Side Story's Symphonic Dances - Divertimento & Facsimile,GBAYC9700467,tidal,1559400,145s,,,http://www.tidal.com/track/1559400
"Symphonic Dances from West Side Story: No. 5, Cha-cha","Paavo Järvi, City of Birmingham Symphony Orchestra",Bernstein: West Side Story's Symphonic Dances - Divertimento & Facsimile,GBAYC9700468,tidal,1559401,50s,,,http://www.tidal.com/track/1559401
"Symphonic Dances from West Side Story: No. 6, Meeting Scene & No. 7, Cool. Fugue","Paavo Järvi, City of Birmingham Symphony Orchestra",Bernstein: West Side Story's Symphonic Dances - Divertimento & Facsimile,GBAYC9700469,tidal,1559402,295s,,,http://www.tidal.com/track/1559402
"Symphonic Dances from West Side Story: No. 8, Rumble","Paavo Järvi, City of Birmingham Symphony Orchestra",Bernstein: West Side Story's Symphonic Dances - Divertimento & Facsimile,GBAYC9700470,tidal,1559403,123s,,,http://www.tidal.com/track/1559403
"Symphonic Dances from West Side Story: No. 9, Finale","Paavo Järvi, City of Birmingham Symphony Orchestra",Bernstein: West Side Story's Symphonic Dances - Divertimento & Facsimile,GBAYC9700471,tidal,1559404,215s,,,http://www.tidal.com/track/1559404
Divertimento for Orchestra: I. Sennets and Tuckets,"Paavo Järvi, City of Birmingham Symphony Orchestra",Bernstein: West Side Story's Symphonic Dances - Divertimento & Facsimile,GBAYC9700473,tidal,1559405,86s,,,http://www.tidal.com/track/1559405
Divertimento for Orchestra: II. Waltz,"Paavo Järvi, City of Birmingham Symphony Orchestra",Bernstein: West Side Story's Symphonic Dances - Divertimento & Facsimile,GBAYC9700474,tidal,1559406,144s,,,http://www.tidal.com/track/1559406
Divertimento for Orchestra: III. Mazurka,"Paavo Järvi, City of Birmingham Symphony Orchestra",Bernstein: West Side Story's Symphonic Dances - Divertimento & Facsimile,GBAYC9700475,tidal,1559407,106s,,,http://www.tidal.com/track/1559407
Divertimento for Orchestra: IV. Samba,"Paavo Järvi, City of Birmingham Symphony Orchestra",Bernstein: West Side Story's Symphonic Dances - Divertimento & Facsimile,GBAYC9700476,tidal,1559408,56s,,,http://www.tidal.com/track/1559408
Divertimento for Orchestra: V. Turkey Trot,"Paavo Järvi, City of Birmingham Symphony Orchestra",Bernstein: West Side Story's Symphonic Dances - Divertimento & Facsimile,GBAYC9700477,tidal,1559409,119s,,,http://www.tidal.com/track/1559409
Divertimento for Orchestra: VI. Sphinxes,"Paavo Järvi, City of Birmingham Symphony Orchestra",Bernstein: West Side Story's Symphonic Dances - Divertimento & Facsimile,GBAYC9700478,tidal,1559410,58s,,,http://www.tidal.com/track/1559410
Divertimento for Orchestra: VII. Blues,"Paavo Järvi, City of Birmingham Symphony Orchestra",Bernstein: West Side Story's Symphonic Dances - Divertimento & Facsimile,GBAYC9700479,tidal,1559411,103s,,,http://www.tidal.com/track/1559411
"Divertimento for Orchestra: VIII. March ""The BSO Forever""","Paavo Järvi, City of Birmingham Symphony Orchestra",Bernstein: West Side Story's Symphonic Dances - Divertimento & Facsimile,GBAYC9700480,tidal,1559412,276s,,,http://www.tidal.com/track/1559412
Bernstein: Candide Overture (Live),"Los Angeles Philharmonic, Leonard Bernstein",Gershwin: Rhapsody in Blue / Barber: Adagio for Strings / Bernstein: On the Town; Candide,DEF058202570,tidal,4834884,263s,,,http://www.tidal.com/track/4834884
"Bernstein: On the Town, 3 Dance Episodes: I. Dance of the Great Lover. Allegro pesante (Live)","Israel Philharmonic Orchestra, Leonard Bernstein",Gershwin: Rhapsody in Blue / Barber: Adagio for Strings / Bernstein: On the Town; Candide,DEF058101530,tidal,4834880,117s,,,http://www.tidal.com/track/4834880
